kc_id,kc_name,kc_name_es,route_group,route_group_es,route_leaf,route_leaf_es,n_total,accuracy_total,n_first,n_repeat,accuracy_first,accuracy_repeat,delta_repeat_minus_first
28,长方形正方形组合图形周长,Perímetro de la figura combinada del cuadrado del rectángulo.,拓展思维,Expande tu pensamiento,长方形正方形组合图形周长,Perímetro de la figura combinada del cuadrado del rectángulo.,966,0.851967,943,23,0.851538,0.869565,0.018028
296,已知两量之间几倍多（少）几与一份量，求多份量,"Dada cuántas veces más (menos) las dos cantidades y la cantidad de una porción, encuentre la porción múltiple",课内题型,Tipos de preguntas en clase,已知两量之间几倍多（少）几与一份量，求多份量,"Dada cuántas veces más (menos) las dos cantidades y la cantidad de una porción, encuentre la porción múltiple",956,0.645397,0,956,,0.645397,
42,封闭植树类型问题(段数大于10),Problema de tipo de plantación de árboles cerrados (el número de segmentos es mayor a 10),拓展思维,Expande tu pensamiento,封闭植树类型问题(段数大于10),Problema de tipo de plantación de árboles cerrados (el número de segmentos es mayor a 10),953,0.858342,953,0,0.858342,,
355,整数拆分应用,Aplicación de división de enteros,拓展思维,Expande tu pensamiento,整数拆分应用,Aplicación de división de enteros,953,0.527807,9,944,0.777778,0.525424,-0.252354
382,小数点的移动规律,Reglas de movimiento del punto decimal,拓展思维,Expande tu pensamiento,小数点的移动规律,Reglas de movimiento del punto decimal,951,0.78654,950,1,0.786316,1.0,0.213684
424,简单抽屉原理,Principio de cajón simple,拓展思维,Expande tu pensamiento,简单抽屉原理,Principio de cajón simple,951,0.871714,951,0,0.871714,,
466,复合型不规则图形求周长,Calcular el perímetro de figuras irregulares compuestas.,拓展思维,Expande tu pensamiento,复合型不规则图形求周长,Calcular el perímetro de figuras irregulares compuestas.,949,0.675448,949,0,0.675448,,
47,一端种树问题,Problema de plantar árboles en un extremo.,知识点,Puntos de conocimiento,一端种树问题,Problema de plantar árboles en un extremo.,923,0.820152,741,182,0.823212,0.807692,-0.01552
387,盈亏基本类型,Tipos básicos de pérdidas y ganancias.,知识点,Puntos de conocimiento,归总问题,Resumiendo el problema,923,0.966414,21,902,0.857143,0.968958,0.111815
486,等腰三角形,triangulo isósceles,能力,capacidad,图形认知,cognición gráfica,920,0.855435,908,12,0.863436,0.25,-0.613436
473,小数读写规则,Reglas de lectura y escritura decimal.,课内知识点,Puntos de conocimiento en clase,小数读写规则,Reglas de lectura y escritura decimal.,909,0.928493,909,0,0.928493,,
391,两位数减整十数的口算,Aritmética oral para restar decenas enteras de números de dos cifras,知识点,Puntos de conocimiento,两位数减整十数的口算,Aritmética oral para restar decenas enteras de números de dos cifras,907,0.963616,907,0,0.963616,,
125,数列与数表,Secuencias y tablas,拓展思维,Expande tu pensamiento,数列与数表,Secuencias y tablas,891,0.556678,891,0,0.556678,,
15,图形剪拼,Corte gráfico y ortografía.,拓展思维,Expande tu pensamiento,图形剪拼,Corte gráfico y ortografía.,890,0.801124,631,259,0.828843,0.733591,-0.095252
190,标准六宫,Estándar Sexta Casa,拓展思维,Expande tu pensamiento,标准六宫,Estándar Sexta Casa,881,0.807037,881,0,0.807037,,
80,用分组法解决基础鸡兔同笼,Utilice el método de agrupación para resolver problemas básicos de pollo y conejo en la misma jaula.,课内题型,Tipos de preguntas en clase,用分组法解决基础鸡兔同笼,Utilice el método de agrupación para resolver problemas básicos de pollo y conejo en la misma jaula.,877,0.843786,866,11,0.845266,0.727273,-0.117993
368,找日历中的周期规律,Encuentra patrones de ciclo en el calendario.,课内知识点,Puntos de conocimiento en clase,找日历中的周期规律,Encuentra patrones de ciclo en el calendario.,864,0.653935,864,0,0.653935,,
105,用公式直接求路程,Encuentra la distancia directamente usando la fórmula.,课内题型,Tipos de preguntas en clase,用公式直接求路程,Encuentra la distancia directamente usando la fórmula.,863,0.727694,479,384,0.703549,0.757812,0.054263
325,两量差倍,La diferencia entre las dos cantidades.,知识点,Puntos de conocimiento,两量差倍,La diferencia entre las dos cantidades.,862,0.602088,862,0,0.602088,,
287,整数拆补凑整,Complemento entero y redondeo,拓展思维,Expande tu pensamiento,整数拆补凑整,Complemento entero y redondeo,838,0.749403,838,0,0.749403,,
293,多人相遇追及问题,Problemas de seguimiento y encuentro entre varias personas,拓展思维,Expande tu pensamiento,多人相遇追及问题,Problemas de seguimiento y encuentro entre varias personas,832,0.762019,832,0,0.762019,,
393,多数的最大公因数,máximo común divisor de la mayoría,拓展思维,Expande tu pensamiento,多数的最大公因数,máximo común divisor de la mayoría,831,0.891697,831,0,0.891697,,
158,圆周中的周期,período en círculo,拓展思维,Expande tu pensamiento,圆周中的周期,período en círculo,825,0.745455,825,0,0.745455,,
474,小数的计数单位,unidad de conteo decimal,课内知识点,Puntos de conocimiento en clase,小数读写规则,Reglas de lectura y escritura decimal.,823,0.934386,0,823,,0.934386,
151,平均数问题,problema promedio,拓展思维,Expande tu pensamiento,平均数问题,problema promedio,815,0.555828,815,0,0.555828,,
489,多量倍,veces más,拓展思维,Expande tu pensamiento,多量倍,veces más,802,0.895262,802,0,0.895262,,
357,加法拆数（无要求）,Sumar y dividir números (sin requisito),拓展思维,Expande tu pensamiento,加法拆数（无要求）,Sumar y dividir números (sin requisito),792,0.739899,792,0,0.739899,,
386,分类图形,Gráficos de clasificación,拓展思维,Expande tu pensamiento,分类图形,Gráficos de clasificación,788,0.865482,788,0,0.865482,,
137,列方程解应用题,Resolver problemas escritos usando ecuaciones.,拓展思维,Expande tu pensamiento,列方程解应用题,Resolver problemas escritos usando ecuaciones.,786,0.871501,786,0,0.871501,,
22,半真半假,Mitad verdad y mitad mentira,知识点,Puntos de conocimiento,半真半假,Mitad verdad y mitad mentira,775,0.793548,775,0,0.793548,,
488,整数除法运算,Operación de división de enteros,拓展思维,Expande tu pensamiento,整数除法运算,Operación de división de enteros,771,0.571984,393,378,0.83715,0.296296,-0.540854
435,3-1-0 积分制,Sistema de puntos 3-1-0,拓展思维,Expande tu pensamiento,3-1-0 积分制,Sistema de puntos 3-1-0,756,0.822751,756,0,0.822751,,
48,敲钟问题,problema de timbre,拓展思维,Expande tu pensamiento,敲钟问题,problema de timbre,753,0.642762,753,0,0.642762,,
479,分割与剪拼,dividir y cortar,拓展思维,Expande tu pensamiento,分割与剪拼,dividir y cortar,740,0.745946,740,0,0.745946,,
484,统计图表,Cuadro estadístico,知识点,Puntos de conocimiento,复式条形统计图,gráfico de barras compuesto,739,0.729364,0,739,,0.729364,
84,容斥原理,Principio de inclusión-exclusión,拓展思维,Expande tu pensamiento,容斥原理,Principio de inclusión-exclusión,721,0.837725,660,61,0.859091,0.606557,-0.252534
100,双人简单行程问题,Itinerario sencillo para dos personas.,拓展思维,Expande tu pensamiento,双人简单行程问题,Itinerario sencillo para dos personas.,720,0.745833,658,62,0.743161,0.774194,0.031032
659,利用奇偶规律构算式,Usar reglas pares e impares para construir ecuaciones,课内知识点,Puntos de conocimiento en clase,总价=单价×数量,Precio total = precio unitario × cantidad,713,0.932679,713,0,0.932679,,
159,数列找规律填数,Encuentra patrones y completa números en una secuencia de números.,拓展思维,Expande tu pensamiento,数列找规律填数,Encuentra patrones y completa números en una secuencia de números.,710,0.923944,710,0,0.923944,,
295,已知两量之间几倍多（少）几和多份量，求一份量,"Dada cuántas veces más (menos) y cuántas porciones hay entre las dos cantidades, encuentre la cantidad de una porción",课内题型,Tipos de preguntas en clase,已知两量之间几倍多（少）几和多份量，求一份量,"Dada cuántas veces más (menos) y cuántas porciones hay entre las dos cantidades, encuentre la cantidad de una porción",707,0.944837,707,0,0.944837,,
334,组合模块,Módulo combinado,拓展思维,Expande tu pensamiento,组合模块,Módulo combinado,705,0.408511,705,0,0.408511,,
332,偶数阶幻方填法,Método de llenado de cuadrados mágicos de orden par,拓展思维,Expande tu pensamiento,偶数阶幻方填法,Método de llenado de cuadrados mágicos de orden par,695,0.781295,695,0,0.781295,,
338,几何模块,módulo de geometría,拓展思维,Expande tu pensamiento,几何模块,módulo de geometría,693,0.611833,693,0,0.611833,,
483,直接运用公式求数量,Calcular la cantidad directamente usando la fórmula.,能力,capacidad,实践应用,Aplicación práctica,692,0.991329,692,0,0.991329,,
60,还原问题,Restaurar problema,知识点,Puntos de conocimiento,还原问题,Restaurar problema,685,0.913869,152,533,0.888158,0.921201,0.033043
282,两人相遇与追及问题,Los dos se encontraron y siguieron el problema.,拓展思维,Expande tu pensamiento,两人相遇与追及问题,Los dos se encontraron y siguieron el problema.,682,0.869501,217,465,0.903226,0.853763,-0.049462
504,平行四边形面积公式应用,Aplicación de fórmula para área de paralelogramo.,能力,capacidad,图形认知,cognición gráfica,676,0.897929,75,601,0.693333,0.923461,0.230128
372,边长改变后长方形面积的计算,Cálculo del área de un rectángulo después de cambiar la longitud del lado,拓展思维,Expande tu pensamiento,边长改变后长方形面积的计算,Cálculo del área de un rectángulo después de cambiar la longitud del lado,648,0.828704,557,91,0.840215,0.758242,-0.081974
288,位置关系,relación posicional,拓展思维,Expande tu pensamiento,位置关系,relación posicional,645,0.865116,645,0,0.865116,,
103,逻辑分析,análisis lógico,七大能力,Siete habilidades,逻辑分析,análisis lógico,639,0.766823,146,493,0.767123,0.766734,-0.000389
481,和的奇偶性,paridad de y,能力,capacidad,数据处理,Proceso de datos,635,0.880315,635,0,0.880315,,
501,相邻数字只填加号组数,Complete solo el número de grupos de signos más para números adyacentes,拓展思维,Expande tu pensamiento,相邻数字只填加号组数,Complete solo el número de grupos de signos más para números adyacentes,625,0.9456,625,0,0.9456,,
350,用字母表示数量关系(a+bx),Usar letras para expresar relaciones cuantitativas (a+bx),知识点,Puntos de conocimiento,用字母表示数量关系(a+bx),Usar letras para expresar relaciones cuantitativas (a+bx),624,0.820513,624,0,0.820513,,
395,图文减法竖式数字谜,Rompecabezas de números verticales de resta de imágenes y texto,拓展思维,Expande tu pensamiento,加法竖式谜,Rompecabezas vertical de suma,624,0.676282,244,380,0.770492,0.615789,-0.154702
536,不约分分数的认识,Comprensión de fracciones irreducibles.,拓展思维,Expande tu pensamiento,不约分分数的认识,Comprensión de fracciones irreducibles.,622,0.844051,622,0,0.844051,,
278,公式法求相遇时间,Método de fórmula para encontrar el tiempo de encuentro.,课内题型,Tipos de preguntas en clase,公式法求相遇时间,Método de fórmula para encontrar el tiempo de encuentro.,620,0.96129,0,620,,0.96129,
467,方程法解盈亏问题,Resolver problemas de pérdidas y ganancias mediante el método de ecuaciones,拓展思维,Expande tu pensamiento,方程法解盈亏问题,Resolver problemas de pérdidas y ganancias mediante el método de ecuaciones,612,0.947712,612,0,0.947712,,
186,从统计图表中获取信息,Obtener información de cuadros estadísticos,知识点,Puntos de conocimiento,从统计图表中获取信息,Obtener información de cuadros estadísticos,610,0.744262,610,0,0.744262,,
284,多位数的加减运算,Suma y resta de varios dígitos,拓展思维,Expande tu pensamiento,多位数的加减运算,Suma y resta de varios dígitos,603,0.794362,411,192,0.778589,0.828125,0.049536
290,简单时间统筹问题,Problema simple de coordinación del tiempo.,拓展思维,Expande tu pensamiento,简单时间统筹问题,Problema simple de coordinación del tiempo.,602,0.916944,602,0,0.916944,,
377,加减法应用,Aplicación de suma y resta,拓展思维,Expande tu pensamiento,加减法应用,Aplicación de suma y resta,595,0.895798,595,0,0.895798,,
356,两边都填符号型,Complete los símbolos en ambos lados.,拓展思维,Expande tu pensamiento,两边都填符号型,Complete los símbolos en ambos lados.,589,0.891341,589,0,0.891341,,
122,整数加减巧算之位值原理,El principio del valor posicional de la suma y resta de números enteros,拓展思维,Expande tu pensamiento,整数加减巧算之位值原理,El principio del valor posicional de la suma y resta de números enteros,586,0.819113,586,0,0.819113,,
487,多边形内角和,La suma de los ángulos interiores de un polígono.,拓展思维,Expande tu pensamiento,多边形内角和,La suma de los ángulos interiores de un polígono.,584,0.803082,584,0,0.803082,,
414,数回,varias veces,拓展思维,Expande tu pensamiento,数回,varias veces,584,0.738014,584,0,0.738014,,
472,小数的性质,Propiedades de los decimales,拓展思维,Expande tu pensamiento,小数的认识,Comprensión de los decimales.,583,0.969125,0,583,,0.969125,
396,竖式数字谜,Rompecabezas de números verticales,拓展思维,Expande tu pensamiento,竖式数字谜,Rompecabezas de números verticales,579,0.834197,579,0,0.834197,,
120,加法横式,Suma forma horizontal,拓展思维,Expande tu pensamiento,加法横式,Suma forma horizontal,577,0.771231,577,0,0.771231,,
246,排列综合,Permutación y síntesis,拓展思维,Expande tu pensamiento,排列综合,Permutación y síntesis,575,0.749565,461,114,0.718004,0.877193,0.159189
369,区分闰年和平年,Distinguir entre años bisiestos y años pacíficos.,课内知识点,Puntos de conocimiento en clase,找日历中的周期规律,Encuentra patrones de ciclo en el calendario.,570,0.550877,0,570,,0.550877,
215,给定个数分东西,Dar a las cosas un número determinado,拓展思维,Expande tu pensamiento,加法拆数（应用）,Sumar y dividir números (aplicación),569,0.891037,569,0,0.891037,,
317,通分母,denominador común,拓展思维,Expande tu pensamiento,通分母,denominador común,563,0.868561,371,192,0.843666,0.916667,0.073001
485,三角形三边关系（两边之和大于第三边）,Relación entre los tres lados de un triángulo (la suma de dos lados es mayor que el tercer lado),课内知识点,Puntos de conocimiento en clase,三角形三边关系（两边之和大于第三边）,Relación entre los tres lados de un triángulo (la suma de dos lados es mayor que el tercer lado),544,0.683824,544,0,0.683824,,
126,烙饼问题,problema de panqueques,拓展思维,Expande tu pensamiento,烙饼问题,problema de panqueques,542,0.47048,542,0,0.47048,,
582,程序性计算,cómputo procesal,能力,capacidad,程序性计算,cómputo procesal,536,0.912313,536,0,0.912313,,
502,平移法求组合图形周长,Calcular el perímetro de figuras combinadas mediante el método de traducción,知识点,Puntos de conocimiento,平移法求组合图形周长,Calcular el perímetro de figuras combinadas mediante el método de traducción,534,0.775281,534,0,0.775281,,
308,除法应用,Aplicación de división,拓展思维,Expande tu pensamiento,除法应用,Aplicación de división,532,0.894737,532,0,0.894737,,
320,面积单位换算,Conversión de unidades de área,拓展思维,Expande tu pensamiento,面积单位换算,Conversión de unidades de área,531,0.53484,531,0,0.53484,,
245,排列的基本应用,Aplicaciones básicas de alineación,拓展思维,Expande tu pensamiento,排列的基本应用,Aplicaciones básicas de alineación,528,0.712121,528,0,0.712121,,
85,页码问题,Problema con el número de página,拓展思维,Expande tu pensamiento,页码问题,Problema con el número de página,525,0.666667,500,25,0.652,0.96,0.308
476,简单乘法巧算,Cálculo de multiplicación simple,课内知识点,Puntos de conocimiento en clase,简单乘法巧算,Cálculo de multiplicación simple,523,0.629063,509,14,0.638507,0.285714,-0.352793
324,多量和倍问题,Problemas con múltiplos y múltiplos.,拓展思维,Expande tu pensamiento,多量和倍问题,Problemas con múltiplos y múltiplos.,520,0.871154,520,0,0.871154,,
384,元、角、分单位换算,"Conversión de unidades de yuanes, ángulos y minutos",知识点,Puntos de conocimiento,元、角、分单位换算,"Conversión de unidades de yuanes, ángulos y minutos",519,0.976879,519,0,0.976879,,
644,真假话,Verdadero o falso,拓展思维,Expande tu pensamiento,真假话,Verdadero o falso,516,0.699612,515,1,0.700971,0.0,-0.700971
268,知少求多,Saber menos y buscar más,拓展思维,Expande tu pensamiento,知少求多,Saber menos y buscar más,515,0.864078,515,0,0.864078,,
52,两端都不种树问题,El problema de no plantar árboles en ambos extremos,课内题型,Tipos de preguntas en clase,两端都不种树问题,El problema de no plantar árboles en ambos extremos,514,0.636187,514,0,0.636187,,
508,公式求正方形面积,Fórmula para encontrar el área de un cuadrado,拓展思维,Expande tu pensamiento,几何方法整体减空白,Método geométrico para reducir el espacio en blanco general,500,0.82,490,10,0.818367,0.9,0.081633
280,同时同地出发折返相遇,Salir del mismo lugar a la misma hora y regresar para encontrarse,拓展思维,Expande tu pensamiento,同时同地出发折返相遇,Salir del mismo lugar a la misma hora y regresar para encontrarse,497,0.873239,497,0,0.873239,,
276,头倍型,Cefalotipo,拓展思维,Expande tu pensamiento,头倍型,Cefalotipo,497,0.7666,497,0,0.7666,,
323,二量和倍问题,Problema de dos cantidades y tiempos.,拓展思维,Expande tu pensamiento,二量和倍问题,Problema de dos cantidades y tiempos.,489,0.883436,489,0,0.883436,,
482,数据处理,Proceso de datos,能力,capacidad,数据处理,Proceso de datos,487,0.833676,0,487,,0.833676,
658,加减抵消法,"Método de suma, resta y compensación",拓展思维,Expande tu pensamiento,加减抵消法,"Método de suma, resta y compensación",485,0.760825,485,0,0.760825,,
526,巧填算符,operador inteligente,拓展思维,Expande tu pensamiento,巧填算符,operador inteligente,485,0.989691,485,0,0.989691,,
129,路程=速度×时间,distancia = velocidad x tiempo,拓展思维,Expande tu pensamiento,两人相遇与追及问题,Los dos se encontraron y siguieron el problema.,484,0.830579,429,55,0.846154,0.709091,-0.137063
322,加法的实际应用,Aplicaciones prácticas de la suma.,知识点,Puntos de conocimiento,加法的实际应用,Aplicaciones prácticas de la suma.,482,0.865145,270,212,0.940741,0.768868,-0.171873
370,暗倍型二量差倍问题,Problema de aumento de diferencia de dos cantidades de tipo de aumento oscuro,拓展思维,Expande tu pensamiento,暗倍型二量差倍问题,Problema de aumento de diferencia de dos cantidades de tipo de aumento oscuro,481,0.871102,481,0,0.871102,,
97,平行四边形边角特点,Características de las esquinas del paralelogramo,课内知识点,Puntos de conocimiento en clase,平行四边形边角特点,Características de las esquinas del paralelogramo,481,0.904366,481,0,0.904366,,
267,和倍问题,problema de suma de tiempos,拓展思维,Expande tu pensamiento,除法中四量关系,Relación entre cuatro cantidades en división,472,0.663136,18,454,0.666667,0.662996,-0.003671
302,五宫肯肯数独,Sudoku Kenken de los Cinco Palacios,拓展思维,Expande tu pensamiento,五宫肯肯数独,Sudoku Kenken de los Cinco Palacios,471,0.804671,471,0,0.804671,,
375,复式统计表,Tabla de estadísticas de doble entrada,课内知识点,Puntos de conocimiento en clase,总价=单价×数量,Precio total = precio unitario × cantidad,461,0.91974,461,0,0.91974,,
657,整数加法运算,Suma de enteros,课内知识点,Puntos de conocimiento en clase,运算律,leyes operativas,445,0.844944,0,445,,0.844944,
505,方程法解其他问题,Resolver otros problemas usando el método de ecuaciones.,拓展思维,Expande tu pensamiento,除法中四量关系,Relación entre cuatro cantidades en división,443,0.891648,6,437,1.0,0.89016,-0.10984
297,方程基础,Conceptos básicos de ecuaciones,拓展思维,Expande tu pensamiento,方程基础,Conceptos básicos de ecuaciones,440,0.856818,0,440,,0.856818,
255,等差数列,secuencia aritmética,拓展思维,Expande tu pensamiento,等差数列,secuencia aritmética,437,0.951945,437,0,0.951945,,
79,灵活分组,Agrupación flexible,拓展思维,Expande tu pensamiento,灵活分组,Agrupación flexible,436,0.811927,436,0,0.811927,,
315,已知各个数，求平均数,"Dado cada número, encuentre el promedio.",课内题型,Tipos de preguntas en clase,已知各个数，求平均数,"Dado cada número, encuentre el promedio.",435,0.777011,399,36,0.761905,0.944444,0.18254
498,认识单位1,Conozca la unidad 1,拓展思维,Expande tu pensamiento,认识单位1,Conozca la unidad 1,432,0.49537,432,0,0.49537,,
95,正求反求面积,Encuentra el área hacia adelante e inversamente.,知识点,Puntos de conocimiento,正求反求面积,Cálculo directo e inverso de áreas,429,0.967366,429,0,0.967366,,
518,小数比较大小,Tamaño de comparación decimal,知识点,Puntos de conocimiento,小数比较大小,Tamaño de comparación decimal,428,0.925234,78,350,0.782051,0.957143,0.175092
491,幻方,cuadrado magico,知识点,Puntos de conocimiento,幻方,cuadrado magico,423,0.728132,371,52,0.690027,1.0,0.309973
643,其它图形分割,Otra segmentación de gráficos,拓展思维,Expande tu pensamiento,其它图形分割,Otra segmentación de gráficos,421,0.83848,0,421,,0.83848,
451,梯形面积公式应用,Aplicación de la fórmula del área trapezoidal.,课内题型,Tipos de preguntas en clase,公式法求梯形面积,Calcular el área del trapezoide usando el método de fórmula.,418,0.497608,418,0,0.497608,,
404,空心方阵综合问题,Problema integral de la matriz cuadrada hueca.,拓展思维,Expande tu pensamiento,空心方阵综合问题,Problema integral de la matriz cuadrada hueca.,412,0.808252,412,0,0.808252,,
469,三角形的认识,conocimiento de triangulos,拓展思维,Expande tu pensamiento,三角形的认识,conocimiento de triangulos,402,0.883085,402,0,0.883085,,
254,图形规律,Reglas gráficas,课内题型,Tipos de preguntas en clase,图形规律,Reglas gráficas,401,0.835411,401,0,0.835411,,
430,倍数应用题,Múltiples problemas escritos,拓展思维,Expande tu pensamiento,倍数应用题,Múltiples problemas escritos,399,0.761905,399,0,0.761905,,
475,多笔画,múltiples golpes,拓展思维,Expande tu pensamiento,多笔画,múltiples golpes,394,0.730964,394,0,0.730964,,
497,除法的意义,El significado de la división.,拓展思维,Expande tu pensamiento,整数除法运算,Operación de división de enteros,393,0.295165,393,0,0.295165,,
275,用分组法解决变形鸡兔同笼,Utilice el método de agrupación para resolver el problema de pollos y conejos deformes que viven en la misma jaula,课内题型,Tipos de preguntas en clase,用分组法解决变形鸡兔同笼,Utilice el método de agrupación para resolver el problema de pollos y conejos deformes que viven en la misma jaula,384,0.825521,262,122,0.851145,0.770492,-0.080653
310,锯木头类型问题,Pregunta sobre el tipo de madera de sierra,拓展思维,Expande tu pensamiento,锯木头类型问题,Pregunta sobre el tipo de madera de sierra,374,0.735294,374,0,0.735294,,
111,利用奇偶规律构造数,Construir números usando reglas pares e impares.,知识点,Puntos de conocimiento,利用奇偶规律构造数,Construir números usando reglas pares e impares.,370,0.824324,370,0,0.824324,,
427,图形数独,Sudoku gráfico,拓展思维,Expande tu pensamiento,图形数独,Sudoku gráfico,370,0.805405,370,0,0.805405,,
385,数与图结合找规律（多图）,Encuentre patrones combinando números e imágenes (varias imágenes),拓展思维,Expande tu pensamiento,等差数列求和,Suma de secuencia aritmética,368,0.836957,288,80,0.826389,0.875,0.048611
625,多量容斥的几何计数,Conteo geométrico de inclusiones múltiples,拓展思维,Expande tu pensamiento,多量容斥的几何计数,Conteo geométrico de inclusiones múltiples,365,0.873973,365,0,0.873973,,
321,长度单位换算,Conversión de unidades de longitud,拓展思维,Expande tu pensamiento,面积单位换算,Conversión de unidades de área,364,0.532967,5,359,0.8,0.529248,-0.270752
650,等差数列长方形数表之已知数求位置,Encuentre la posición de números conocidos en la tabla de números rectangulares de secuencia aritmética,拓展思维,Expande tu pensamiento,等差数列长方形数表之已知数求位置,Encuentre la posición de números conocidos en la tabla de números rectangulares de secuencia aritmética,364,0.71978,0,364,,0.71978,
649,等差数列长方形数表之已知位置求数,Cálculo de posiciones conocidas de la tabla de números rectangulares de secuencia aritmética.,拓展思维,Expande tu pensamiento,等差数列长方形数表之已知数求位置,Encuentre la posición de números conocidos en la tabla de números rectangulares de secuencia aritmética,364,0.71978,364,0,0.71978,,
318,整数乘法结合律,Ley asociativa de multiplicación de números enteros.,知识点,Puntos de conocimiento,整数乘法结合律,Ley asociativa de multiplicación de números enteros.,360,0.691667,360,0,0.691667,,
513,单一对象折线图,Gráfico de líneas de un solo objeto,拓展思维,Expande tu pensamiento,单一对象折线图,Gráfico de líneas de un solo objeto,355,0.861972,319,36,0.852665,0.944444,0.09178
305,容斥求平均数,Promedio de tolerancia y rechazo,拓展思维,Expande tu pensamiento,容斥求平均数,Promedio de tolerancia y rechazo,353,0.736544,353,0,0.736544,,
403,数与图结合找规律（单图）,Encuentra patrones combinando números e imágenes (una sola imagen),拓展思维,Expande tu pensamiento,数与图结合找规律（单图）,Encuentra patrones combinando números e imágenes (una sola imagen),353,0.82153,353,0,0.82153,,
383,小数点的移动,Movimiento del punto decimal,拓展思维,Expande tu pensamiento,小数点的移动规律,Reglas de movimiento del punto decimal,347,0.945245,4,343,0.75,0.947522,0.197522
420,三角阵基本问题,Preguntas básicas sobre matrices triangulares.,拓展思维,Expande tu pensamiento,三角阵基本问题,Preguntas básicas sobre matrices triangulares.,342,0.704678,342,0,0.704678,,
364,余数和除数的关系,La relación entre resto y divisor.,课内知识点,Puntos de conocimiento en clase,带余除法,División con resto,334,0.823353,144,190,0.819444,0.826316,0.006871
306,数字组数（可重复）,Número de grupos de dígitos (repetibles),拓展思维,Expande tu pensamiento,数字组数（可重复）,Número de grupos de dígitos (repetibles),333,0.678679,333,0,0.678679,,
465,复杂的比例问题,cuestiones de proporciones complejas,拓展思维,Expande tu pensamiento,复杂的比例问题,cuestiones de proporciones complejas,331,0.915408,331,0,0.915408,,
463,方程法解比例问题,Resolver problemas de proporciones usando el método de ecuaciones.,拓展思维,Expande tu pensamiento,方程法解比例问题,Resolver problemas de proporciones usando el método de ecuaciones.,324,0.953704,324,0,0.953704,,
496,给定面值求组成可能,"Dado el valor nominal, encuentre las posibles composiciones.",课内题型,Tipos de preguntas en clase,给定面值求组成可能,"Dado el valor nominal, encuentre las posibles composiciones.",323,0.591331,323,0,0.591331,,
624,折线统计图,gráfico de líneas,课内知识点,Puntos de conocimiento en clase,数据的简单分析,Análisis sencillo de datos.,323,0.863777,0,323,,0.863777,
358,提取公因数,Extraer factores comunes,拓展思维,Expande tu pensamiento,整数提取公因数,Extraer factores comunes de números enteros.,321,0.934579,321,0,0.934579,,
612,等差数列的概念,El concepto de secuencia aritmética.,拓展思维,Expande tu pensamiento,等差数列的概念,El concepto de secuencia aritmética.,318,0.955975,214,104,0.939252,0.990385,0.051132
499,四宫杀手数独,Sudoku del asesino de la cuarta casa,拓展思维,Expande tu pensamiento,四宫杀手数独,Sudoku del asesino de la cuarta casa,315,0.825397,315,0,0.825397,,
441,图形分面递推,Recursión de facetas gráficas,拓展思维,Expande tu pensamiento,图形分面递推,Recursión de facetas gráficas,310,0.825806,310,0,0.825806,,
530,一位小数比较大小,Comparar con un decimal,知识点,Puntos de conocimiento,一位小数比较大小,Comparar con un decimal,309,0.760518,161,148,0.813665,0.702703,-0.110962
531,角度直接运算,Cálculo directo del ángulo,拓展思维,Expande tu pensamiento,角度的计算,cálculo de ángulo,302,0.721854,0,302,,0.721854,
94,叠加覆盖,cobertura de superposición,拓展思维,Expande tu pensamiento,叠加覆盖,cobertura de superposición,302,0.930464,295,7,0.932203,0.857143,-0.075061
398,整数直接运用分配律,Los números enteros aplican directamente la ley distributiva.,拓展思维,Expande tu pensamiento,整数直接运用分配律,Los números enteros aplican directamente la ley distributiva.,300,0.803333,225,75,0.768889,0.906667,0.137778
274,腿倍型,ploidía de piernas,拓展思维,Expande tu pensamiento,腿倍型,ploidía de piernas,298,0.808725,298,0,0.808725,,
645,列表法找对应,Buscar correspondencia utilizando el método de lista,知识点,Puntos de conocimiento,列表法找对应,Buscar correspondencia utilizando el método de lista,297,0.393939,297,0,0.393939,,
113,尾数系整除特征,Características de divisibilidad del sistema mantisa.,拓展思维,Expande tu pensamiento,整除初识,primer conocido,291,0.924399,75,216,0.92,0.925926,0.005926
400,线段、直线与射线认识,"Comprensión de segmentos de línea, rectas y rayos.",课内题型,Tipos de preguntas en clase,直线、射线、线段分类,"Clasificación de rectas, rayos y segmentos de recta.",289,0.304498,79,210,0.658228,0.171429,-0.486799
406,非整百年闰年和平年的判断,Juicio de los años bisiestos no centenarios y de la paz,课内知识点,Puntos de conocimiento en clase,非整百年闰年和平年的判断,Juicio de los años bisiestos no centenarios y de la paz,288,0.934028,288,0,0.934028,,
562,笔算乘法：两位数乘两位数（进位）,Multiplicación escrita: multiplicar números de dos cifras por números de dos cifras (llevar),拓展思维,Expande tu pensamiento,表外乘法计算,Cálculo de multiplicación fuera de la tabla,288,0.645833,145,143,0.737931,0.552448,-0.185483
269,整数系数二元一次方程组解应用题,Resolver problemas verbales de ecuaciones cuadráticas con coeficientes enteros,拓展思维,Expande tu pensamiento,整数系数二元一次方程组解应用题,Resolver problemas verbales de ecuaciones cuadráticas con coeficientes enteros,285,0.82807,285,0,0.82807,,
289,翻杯子问题,problema de volteo de copa,拓展思维,Expande tu pensamiento,奇数与偶数的应用,Aplicaciones de números pares e impares,284,0.767606,284,0,0.767606,,
